,target,utterance
1279,about_my_work__as_data_person__programming_languages,Are you confident in Rita's Python skills?
1280,about_my_work__as_data_person__programming_languages,How good are you with SQL?
1281,about_my_work__as_data_person__programming_languages,has she ever written code in a language other than Python?
1282,about_my_work__as_data_person__programming_languages,is she confident in her java skills?
1283,about_my_work__as_data_person__programming_languages,did she learn c++?
1284,about_my_work__as_data_person__programming_languages,Can you code in Python?
1285,about_my_work__as_data_person__programming_languages,can she code in Java?
1286,about_my_work__as_data_person__programming_languages,is rita a good coder?
1287,about_my_work__as_data_person__programming_languages,Crazy talk! Can you xode PHP?
1288,about_my_work__as_data_person__programming_languages,Are you experienced in frontend development?
1289,about_my_work__as_data_person__programming_languages,does she have experience coding in a different programming language than the one in which she has developed you?
1290,about_my_work__as_data_person__programming_languages,Can you tell me more about Python?
1291,about_my_work__as_data_person__programming_languages,is she a java developer?
1292,about_my_work__as_data_person__programming_languages,does rita speak java?
1293,about_my_work__as_data_person__programming_languages,I just wated to know if rita speaks r.
1294,about_my_work__as_data_person__programming_languages,Would you consider yourself fluent in Python?
1295,about_my_work__as_words_person__advise_4_linguists_needing_a_change,"I have some trouble with my life, help me"
1296,about_my_work__as_words_person__advise_4_linguists_needing_a_change,"to people looking to become data scientists, what would she advise?"
1297,about_my_work__as_words_person__advise_4_linguists_needing_a_change,what would you advise me to do to become an nlp engineer myself?
1298,about_my_work__as_words_person__advise_4_linguists_needing_a_change,what is the most difficult thing about data science?
1299,about_my_work__as_words_person__advise_4_linguists_needing_a_change,career advice
1300,about_my_work__as_words_person__advise_4_linguists_needing_a_change,what are the abcs of machine learning?
1301,about_my_work__as_words_person__advise_4_linguists_needing_a_change,"to study data science, are there any courses rita would recommend taking?"
1302,about_my_work__as_words_person__advise_4_linguists_needing_a_change,can rita teach me how to code?
1303,about_my_work__as_words_person__advise_4_linguists_needing_a_change,I also want to study data science.
1304,about_my_work__as_words_person__advise_4_linguists_needing_a_change,I want to become a nlp engineer myself.
1305,about_my_work__as_words_person__advise_4_linguists_needing_a_change,what would be her career advice?
1306,about_my_work__as_words_person__advise_4_linguists_needing_a_change,"I want to become a data scientist like her, where should I start?"
1307,about_my_work__as_words_person__advise_4_linguists_needing_a_change,what should I do to become a data scientist?
1308,about_my_work__as_words_person__advise_4_linguists_needing_a_change,is coursera the best online course to start studying ML?
1309,about_my_work__as_words_person__advise_4_linguists_needing_a_change,can I become an NLP engineer as well?
1310,about_my_work__as_words_person__advise_4_linguists_needing_a_change,"I am a freelancer and I am thinking of doing a similar career change to the one rita did, what would you advise me?"
1311,about_my_work__as_words_person__advise_4_linguists_needing_a_change,"to start studying nlp, what books do I have to read?"
1312,about_my_work__as_words_person__advise_4_linguists_needing_a_change,"there is something you're not telling me about how hard it was to change careers for rita, what is it?"
1313,about_my_work__as_words_person__advise_4_linguists_needing_a_change,where would she recomend starting to learn data science?
1314,about_my_work__as_words_person__advise_4_linguists_needing_a_change,any advice she can offer to linguists wanting to learn how to code?
1315,about_my_work__as_words_person__advise_4_linguists_needing_a_change,would she recommend switching careers?
1316,about_my_work__as_words_person__advise_4_linguists_needing_a_change,can she help me do the same career change she did?
1317,about_my_work__as_words_person__advise_4_linguists_needing_a_change,what is the clue to making a career change like the one rita did?
1318,about_my_work__as_words_person__advise_4_linguists_needing_a_change,what Moocs did she do?
1319,about_my_work__as_words_person__advise_4_linguists_needing_a_change,does she have any advice for translators who want to become data scientists?
1320,about_my_work__as_words_person__advise_4_linguists_needing_a_change,would rita advise for or against switching careers?
1321,about_my_work__as_words_person__advise_4_linguists_needing_a_change,is there some magic formula to becoming a data scientist?
1322,about_my_work__as_words_person__advise_4_linguists_needing_a_change,"in her opinion, what is the most important thing to have to learn how to code?"
1323,about_my_work__as_words_person__advise_4_linguists_needing_a_change,what do I have to do to become a developer like her?
1324,about_my_work__as_words_person__advise_4_linguists_needing_a_change,I will also become a techy myself one day.
1325,about_my_work__as_words_person__advise_4_linguists_needing_a_change,which website offers the best courses to study machine learning?
1326,about_my_work__as_words_person__advise_4_linguists_needing_a_change,would rita be willing to help me become an engineer?
1327,about_my_work__as_words_person__advise_4_linguists_needing_a_change,what do I have to do the become a nerd like her?
1328,about_my_work__as_words_person__advise_4_linguists_needing_a_change,Did she start with MOOCs?
1329,about_my_work__as_words_person__advise_4_linguists_needing_a_change,Do you have any advice for people thinking of changing their career?
1330,about_my_work__as_words_person__advise_4_linguists_needing_a_change,I also want to be a nerd.
1331,about_my_work__as_words_person__advise_4_linguists_needing_a_change,can rita advise me on how to start coding?
1332,about_my_work__as_words_person__advise_4_linguists_needing_a_change,what would she advise to people looking into the possibility of studying ml?
1333,about_my_work__as_words_person__advise_4_linguists_needing_a_change,how hard is it to learn machine learning?
1334,about_my_work__as_words_person__advise_4_linguists_needing_a_change,would she recommend the ML courses online?
1335,about_my_work__as_words_person__advise_4_linguists_needing_a_change,what is the best website to learn data science?
1336,about_my_work__as_words_person__advise_4_linguists_needing_a_change,would rita recomend online courses to become a developer?
1337,about_my_work__as_words_person__advise_4_linguists_needing_a_change,is learning how to code very difficult?
1338,about_my_work__as_words_person__advise_4_linguists_needing_a_change,"being a linguist nowaday is impossible, I also would like to become a tech person myself."
1339,about_my_work__as_words_person__advise_4_linguists_needing_a_change,"It cannot be that easy to change from being a translator to being a developer, what is rita's secret?"
1340,about_my_work__as_words_person__arabianstories,did she publish any of her translations?
1341,about_my_work__as_words_person__arabianstories,who won the literary awards of Arabian Stories?
1342,about_my_work__as_words_person__arabianstories,which project is closest to her heart?
1343,about_my_work__as_words_person__arabianstories,Has Rita any experience in literature?
1344,about_my_work__as_words_person__arabianstories,why arabian stories?
1345,about_my_work__as_words_person__arabianstories,what has been the project of rita's life?
1346,about_my_work__as_words_person__arabianstories,who served as a juror for the literary competitions she organized?
1347,about_my_work__as_words_person__arabianstories,"of all the projects rita has done in her life, which is her favorite?"
1348,about_my_work__as_words_person__arabianstories,where can I find the project she did to translate arabic literarure?
1349,about_my_work__as_words_person__arabianstories,was she successful with arabian stories?
1350,about_my_work__as_words_person__arabianstories,what is this online repository of literature she created?
1351,about_my_work__as_words_person__arabianstories,did she run a literary thing?
1352,about_my_work__as_words_person__arabianstories,did she hold literary awards?
1353,about_my_work__as_words_person__arabianstories,Has rita translated young arabic authors?
1354,about_my_work__as_words_person__arabianstories,What is this Arabian Stories thing I found about you?
1355,about_my_work__as_words_person__arabianstories,did she translate from Arabic?
1356,about_my_work__as_words_person__arabianstories,What is One thousand nights and awakening
1357,about_my_work__as_words_person__arabianstories,does arabian stories sitll host literary contests?
1358,about_my_work__as_words_person__arabianstories,what does rita consider her best translation work?
1359,about_my_work__as_words_person__arabianstories,what did she start on February of 2015?
1360,about_my_work__as_words_person__arabianstories,"During the time she was working for arabian stories, how many stories did she translate?"
1361,about_my_work__as_words_person__arabianstories,how many stories has she translated from arabic?
1362,about_my_work__as_words_person__arabianstories,which literary website did she create?
1363,about_my_work__as_words_person__arabianstories,did she host many literary contests?
1364,about_my_work__as_words_person__arabianstories,how many arabic authors has she translated?
1365,about_my_work__as_words_person__arabianstories,is she done with the website she created to translate arabic literature?
1366,about_my_work__as_words_person__arabianstories,arabian stories is a literary magazine?
1367,about_my_work__as_words_person__arabianstories,what is the biggest project rita has ever done?
1368,about_my_work__as_words_person__arabianstories,what is this translation project she founded?
1369,about_my_work__as_words_person__arabianstories,has she translated short stories from different arabic authors?
1370,about_my_work__as_words_person__arabianstories,did rita translate contemporary arabic literature?
1371,about_my_work__as_words_person__arabianstories,what is arabian stories?
1372,about_my_work__as_words_person__arabianstories,does she still run arabian stories?
1373,about_my_work__as_words_person__arabianstories,how long did she spend working for arabian stories?
1374,about_my_work__as_words_person__arabianstories,what is rita's most defining piece of work as a translator?
1375,about_my_work__as_words_person__arabianstories,how much can one learn about literature on the internet?
1376,about_my_work__as_words_person__arabianstories,is there a place where I can check her translation work?
1377,about_my_work__as_words_person__arabianstories,what did she do for the literary magazine she founded?
1378,about_my_work__as_words_person__arabianstories,how was her work as a juror of literary award?
1379,about_my_work__as_words_person__arabianstories,did she found a publishing house?
1380,about_my_work__as_words_person__arabianstories,is the internet a good source of literature?
1381,about_my_work__as_words_person__arabianstories,what is arabian stories
1382,about_my_work__as_words_person__arabianstories,What are the literary contests she held called?
1383,about_my_work__as_words_person__arabianstories,has she translated literature from sudanese writers?
1384,about_my_work__as_words_person__arabianstories,is she still running arabianstories?
1385,about_my_work__as_words_person__arabianstories,arabian sotir
1386,about_my_work__as_words_person__arabianstories,has she been running her literary project up until now?
1387,about_my_work__as_words_person__arabic,I want to know if rita loves the arabic language.
1388,about_my_work__as_words_person__arabic,do arabs speak like chatbots?
1389,about_my_work__as_words_person__arabic,are the dialects very different to the classical arabic?
1390,about_my_work__as_words_person__arabic,is the arabic people speak in their everyday lifes simmilar to the one rita has studied?
1391,about_my_work__as_words_person__arabic,is the arabic used in the media the same that is used in the streets?
1392,about_my_work__as_words_person__arabic,how much has arabic changed over the centuries?
1393,about_my_work__as_words_person__arabic,are we all going to speak arabic in the future?
1394,about_my_work__as_words_person__arabic,what is the difference between classical arabic and modern arabic?
1395,about_my_work__as_words_person__arabic,is arabic the language of the future?
1396,about_my_work__as_words_person__arabic,does she think naguib mahfuz's work portrays the arab world in the light it deserves?
1397,about_my_work__as_words_person__arabic,what are her thoughts on the arabic language?
1398,about_my_work__as_words_person__arabic,"what do spanish and english have in common, that arabic doesn't"
1399,about_my_work__as_words_person__arabic,Why does Rita translate into Arabic?
1400,about_my_work__as_words_person__arabic,does the arabic culture affect the way arabic literature is written?
1401,about_my_work__as_words_person__arabic,what is rita's opinion on the refugee crisis?
1402,about_my_work__as_words_person__arabic,how would rita describe the arabic language?
1403,about_my_work__as_words_person__arabic,does arabic make sense as a language?
1404,about_my_work__as_words_person__arabic,how is the arabic language?
1405,about_my_work__as_words_person__arabic,why are so many people from the arab world taking refuge in europe?
1406,about_my_work__as_words_person__arabic,what is rita's opinion on the diglossia of the arab world?
1407,about_my_work__as_words_person__arabic,What are your thoughts on the arab spring?
1408,about_my_work__as_words_person__arabic,what would you encourage arabic authors to do to find recognition?
1409,about_my_work__as_words_person__arabic,"what is rita's opinion on arabic, if she doesn't mind me asking?"
1410,about_my_work__as_words_person__arabic,can good literature be written in arabic? 
1411,about_my_work__as_words_person__arabic,what are her views on the arabic language?
1412,about_my_work__as_words_person__arabic,what is her take on the arabic language?
1413,about_my_work__as_words_person__arabic,does the arabic speaking population have a chance to make a difference in this globalised world?
1414,about_my_work__as_words_person__arabic,"what did rita learn with her project, arabian stories?"
1415,about_my_work__as_words_person__arabic,how come she is interested in arabic as a language?
1416,about_my_work__as_words_person__arabic,how well does rita speak arabic?
1417,about_my_work__as_words_person__arabic,What does Rita think of the Arabic language?
1418,about_my_work__as_words_person__arabic,what do you think of the situation with the syrian refugees?
1419,about_my_work__as_words_person__arabic,describe the arabic language.
1420,about_my_work__as_words_person__arabic,how different is the arabic language really?
1421,about_my_work__as_words_person__arabic,is the situation in the arab world going to improve?
1422,about_my_work__as_words_person__arabic,is arabic an allegorical language?
1423,about_my_work__as_words_person__arabic,"please, tell me what rita thinks of arabic as a language."
1424,about_my_work__as_words_person__arabic,is Islam to blame for how things are in the arabic world?
1425,about_my_work__as_words_person__arabic,is islam a good religion?
1426,about_my_work__as_words_person__arabic,does their religion help them or impede them?
1427,about_my_work__as_words_person__arabic,why does she work with arabic authors?
1428,about_my_work__as_words_person__arabic,what can the arab refugees do to adapt better to the cultures of the countries they have emigrated to?
1429,about_my_work__as_words_person__arabic,is the classical arabic very different to the dialects?
1430,about_my_work__as_words_person__arabic,is it because of Islam that women are oppressed in the arabic world?
1431,about_my_work__as_words_person__arabic,does she think arabic is a language that is going to lead us into the future?
1432,about_my_work__as_words_person__arabic,are the arabic dialects still considered arabic?
1433,about_my_work__as_words_person__arabic,does she have an opinion on the arab spring?
1434,about_my_work__as_words_person__arabic,how progressive is the arab world really?
1435,about_my_work__as_words_person__arabic,is arabic a language that makes sense?
1436,about_my_work__as_words_person__arabic,can rita hold a philosophical debate in arabic?
1437,about_my_work__as_words_person__arabic,is arabic a logical language?
1438,about_my_work__as_words_person__arabic,what does arabic have in common with english?
1439,about_my_work__as_words_person__arabic,is arabic a mathematical language?
1440,about_my_work__as_words_person__arabic,what would you recommend arabic writters?
1441,about_my_work__as_words_person__arabic,does she think there are progressive thinkers in the arab world?
1442,about_my_work__as_words_person__arabic,what would you advise young arabic writers?
1443,about_my_work__as_words_person__arabic,what does she like about arabic?
1444,about_my_work__as_words_person__arabic,should arabic literature be written in fusha?
1445,about_my_work__as_words_person__arabic,what is her biggest take away message from her experience building up arabian stories
1446,about_my_work__as_words_person__arabic,is it Islam's fault?
1447,about_my_work__as_words_person__arabic,"if she could choose again, would rita still choose to study arabic phylology?"
1448,about_my_work__as_words_person__arabic,what does rita find the most interesting about arabic?
1449,about_my_work__as_words_person__arabic,what caught her attention about the arabic language?
1450,about_my_work__as_words_person__customer_care_experience,was she employed as a customer care agent at the beginning?
1451,about_my_work__as_words_person__customer_care_experience,what does she think of the people working as customer care agents?
1452,about_my_work__as_words_person__customer_care_experience,was rita hired by finnair?
1453,about_my_work__as_words_person__customer_care_experience,how long did rita work in customer care?
1454,about_my_work__as_words_person__customer_care_experience,does she regret working as a customer care agent?
1455,about_my_work__as_words_person__customer_care_experience,how was her experience in customer care?
1456,about_my_work__as_words_person__customer_care_experience,do the people at customer care speak many different languages?
1457,about_my_work__as_words_person__customer_care_experience,was rita employed by arvato bertelsmann?
1458,about_my_work__as_words_person__customer_care_experience,does she remember her old team at arvato? 
1459,about_my_work__as_words_person__customer_care_experience,are the people sending emails and answering phone calls for a living replaceable?
1460,about_my_work__as_words_person__customer_care_experience,is finnair a trustworthy company?
1461,about_my_work__as_words_person__customer_care_experience,what did she do for arvato bertelsmann?
1462,about_my_work__as_words_person__customer_care_experience,customer care service
1463,about_my_work__as_words_person__customer_care_experience,I think I have read somewhere she worked answering phone calls.
1464,about_my_work__as_words_person__customer_care_experience,what did she learn when working as a customer care agent?
1465,about_my_work__as_words_person__customer_care_experience,is finnair a good airline?
1466,about_my_work__as_words_person__customer_care_experience,did she work for arvato?
1467,about_my_work__as_words_person__customer_care_experience,was rita a customer care agent?
1468,about_my_work__as_words_person__customer_care_experience,would she be willing to work in customer care?
1469,about_my_work__as_words_person__customer_care_experience,did she work answering a hotline?
1470,about_my_work__as_words_person__customer_care_experience,did rita enjoy her time in customer care?
1471,about_my_work__as_words_person__customer_care_experience,did she work in customer care?
1472,about_my_work__as_words_person__customer_care_experience,did she work for finnair?
1473,about_my_work__as_words_person__customer_care_experience,which is the greatest team rita has had the pleasure to work with?
1474,about_my_work__as_words_person__customer_care_experience,was she employed as a customer care agent?
1475,about_my_work__as_words_person__customer_care_experience,did she reply to the hotline of finnair?
1476,about_my_work__as_words_person__customer_care_experience,does rita believe customer care agents should be replaced by technology?
1477,about_my_work__as_words_person__customer_care_experience,how much does she value her co-workers?
1478,about_my_work__as_words_person__customer_care_experience,did she work for an airline?
1479,about_my_work__as_words_person__customer_care_experience,where did she work as customer care agent?
1480,about_my_work__as_words_person__customer_care_experience,was rita a good customer care agent?
1481,about_my_work__as_words_person__customer_care_experience,is she proud of her co-workers?
1482,about_my_work__as_words_person__customer_care_experience,what was her worst experience as customer care agent?
1483,about_my_work__as_words_person__customer_care_experience,"she used to answer phone calls for a living, isn't that right?"
1484,about_my_work__as_words_person__customer_care_experience,did she work replying to customer emails from an airline?
1485,about_my_work__as_words_person__customer_care_experience,does she have experience as a customer care agent?
1486,about_my_work__as_words_person__customer_care_experience,can you tell me a bit more about the time rita worked for finnair?
1487,about_my_work__as_words_person__customer_care_experience,what airline did she work for?
1488,about_my_work__as_words_person__customer_care_experience,how are the people working as customer care agents?
1489,about_my_work__as_words_person__customer_care_experience,did she have fun as a customer care agent?
1490,about_my_work__as_words_person__customer_care_experience,when did rita work as a coustomer care agent?
1491,about_my_work__as_words_person__customer_care_experience,does she miss working in customer care?
1492,about_my_work__as_words_person__customer_care_experience,"the job of customer care is going to be done by robots like you, does rita think that is fair?"
1493,about_my_work__as_words_person__customer_care_experience,how was her experience as a customer care agent?
1494,about_my_work__as_words_person__customer_care_experience,was arvato a good company to work for?
1495,about_my_work__as_words_person__customer_care_experience,does rita have friends in customer care?
1496,about_my_work__as_words_person__differeces_between_languages,is she versed in ancient languages?
1497,about_my_work__as_words_person__differeces_between_languages,does rita speak corean?
1498,about_my_work__as_words_person__differeces_between_languages,"you speak wierd, that's a fact"
1499,about_my_work__as_words_person__differeces_between_languages,does rita think speaking another language beside one's mother tongue is good for one's personal growth?
1500,about_my_work__as_words_person__differeces_between_languages,are languages comparable to each other?
1501,about_my_work__as_words_person__differeces_between_languages,have you thought of building a translation tool?
1502,about_my_work__as_words_person__differeces_between_languages,how different is arabic really to other languages?
1503,about_my_work__as_words_person__differeces_between_languages,it would seem that rita thinks english speakers have a more accurate understanding of the world.
1504,about_my_work__as_words_person__differeces_between_languages,can she build a bot that replies in German and english with the same code?
1505,about_my_work__as_words_person__differeces_between_languages,how different can languages really be?
1506,about_my_work__as_words_person__differeces_between_languages,does rita speak chinese?
1507,about_my_work__as_words_person__differeces_between_languages,would rita consider building an automatic translation system?
1508,about_my_work__as_words_person__differeces_between_languages,is german a very difficult language to learn?
1509,about_my_work__as_words_person__differeces_between_languages,can she develop a chabot that works for both english and spanish?
1510,about_my_work__as_words_person__differeces_between_languages,are the differences between languages really so big?
1511,about_my_work__as_words_person__differeces_between_languages,why does rita think languages are different?
1512,about_my_work__as_words_person__differeces_between_languages,what are the most obvious ways in which spanish differs from english?
1513,about_my_work__as_words_person__differeces_between_languages,"what other languages does rita speak, besides german, arabic, spanish and english?"
1514,about_my_work__as_words_person__differeces_between_languages,does she think english should become mandatory in school in spain?
1515,about_my_work__as_words_person__differeces_between_languages,is she completely bilingual?
1516,about_my_work__as_words_person__differeces_between_languages,can one build a bot that works for several languages at the same time?
1517,about_my_work__as_words_person__differeces_between_languages,is english closer to spanish than to german?
1518,about_my_work__as_words_person__differeces_between_languages,would rita say people who grew up bilingual have it better down the road?
1519,about_my_work__as_words_person__differeces_between_languages,To what extent does arabic differ from english?
1520,about_my_work__as_words_person__differeces_between_languages,what does she like about translating from and into different languages?
1521,about_my_work__as_words_person__differeces_between_languages,do the differences between languages affect the way people see the world?
1522,about_my_work__as_words_person__differeces_between_languages,"she is very lucky her parents sent her to a german school. That way, she's had a chance to grow up speaking two languages almost perfectly."
1523,about_my_work__as_words_person__differeces_between_languages,does she think speaking several languages increases your chances of getting hired?
1524,about_my_work__as_words_person__differeces_between_languages,is rita racist?
1525,about_my_work__as_words_person__differeces_between_languages,does rita believe everyone should speak english?
1526,about_my_work__as_words_person__differeces_between_languages,what would you have to change for this bot to work in spanish as well?
1527,about_my_work__as_words_person__differeces_between_languages,would a bot in arabic have the same categories as in english?
1528,about_my_work__as_words_person__differeces_between_languages,does rita always speak like this?
1529,about_my_work__as_words_person__differeces_between_languages,is she not a bit racist?
1530,about_my_work__as_words_person__differeces_between_languages,does rita speak french?
1531,about_my_work__as_words_person__differeces_between_languages,can this bot speak spanish?
1532,about_my_work__as_words_person__differeces_between_languages,does she speak cantonese?
1533,about_my_work__as_words_person__differeces_between_languages,how close are spanish and english
1534,about_my_work__as_words_person__differeces_between_languages,what is the biggest difference betweeen english and arabic?
1535,about_my_work__as_words_person__differeces_between_languages,does she speak croatian?
1536,about_my_work__as_words_person__differeces_between_languages,are people who grew up speaking several different languages at home better at communicating their needs?
1537,about_my_work__as_words_person__differeces_between_languages,how difficult is it to learn a new language?
1538,about_my_work__as_words_person__differeces_between_languages,why does she think arabic is such a different language to the rest of the european languages?
1539,about_my_work__as_words_person__differeces_between_languages,how would she compare english to arabic?
1540,about_my_work__as_words_person__differeces_between_languages,how would she say does arabic differ from english?
1541,about_my_work__as_words_person__differeces_between_languages,is this bot prepared to speak arabic?
1542,about_my_work__as_words_person__differeces_between_languages,Does Rita speak foreign languages
1543,about_my_work__as_words_person__differeces_between_languages,what is what rita believes makes languages so different from each other?
1544,about_my_work__as_words_person__differeces_between_languages,does she speak japanese?
1545,about_my_work__as_words_person__differeces_between_languages,"i have read an article she published where she said languages are very different, but different how?"
1546,about_my_work__as_words_person__differeces_between_languages,Can you speak italian?
1547,about_my_work__as_words_person__differeces_between_languages,do the differences between languages affect the way people grasp their reality?
1548,about_my_work__as_words_person__differeces_between_languages,does she discriminate people based on the language they speak?
1549,about_my_work__as_words_person__differeces_between_languages,What languages does Rita speak?
1550,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,what book is rita reading now?
1551,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,does she like kafka?
1552,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,what is rita's favourite literary genre?
1553,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,has rita read anything from Stephen King?
1554,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,does rita like reading Shakespeare?
1555,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,"which are, in her opinion, the best contemporary arabic authors?"
1556,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,"which are, according to her, the best writers of this century?"
1557,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,does she read comics from time to time?
1558,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,has she read anna karenina?
1559,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,does she agree with the postulate that russian literature is the best in the world?
1560,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,does she like comics as well?
1561,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,has she read all the great works of literature?
1562,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,"are magazines any good, in her opinion?"
1563,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,does she have an opinion on the Russian formalism? 
1564,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,is she a fan of graphic novels?
1565,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,what does rita like about contemporary literature specifically?
1566,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,does she like folk tales?
1567,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,does she like the Bible?
1568,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,what is her opinion on the Koran?
1569,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,does she translate poetry?
1570,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,does she write poems as well?
1571,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,does rita like romantic novels?
1572,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,"I want to read contemporary arabic literature, can rita suggest me where to start?"
1573,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,what does rita think of Bob Dylan winning the novel prize?
1574,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,what arabic literature would she recommend reading?
1575,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,where can I find good arabic literature to read online?
1576,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,has rita read the One Thousand and One Nights?
1577,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,does she think established authors are always better than those who aren't?
1578,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,what's rita's favourite novel?
1579,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,what her opinion on the bible as a work of literature?
1580,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,which language would rita advise me to learn? 
1581,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,does she preferr to read literature written by famous authors?
1582,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,does rita enjoy reading the classics as well?
1583,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,doesn't she just hate pornographic literature?
1584,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,can rita recommend me some good arabic literature?
1585,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,"words are the windows to the soul, doesn't rita agree?"
1586,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,does she think arabic literature should be adapted rather than translated?
1587,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,what are rita's favourite literary authors?
1588,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,is she into graphic novels?
1589,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,does rita like alliterations?
1590,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,what does she think of molier?
1591,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,has she read the Koran?
1592,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,what is her favorite book of all times?
1593,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,has she hear of Jakobson?
1594,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,does she like to read graphic novels?
1595,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,what's her opinion on naghib mahfuz?
1596,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,which are her favourite metaphors?
1597,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,what are rita's favorite authors?
1598,about_my_work__as_words_person__expert_opinion_on_specific_topic_words,how should the word white be translated into a language with several words for white?
1599,about_my_work__as_words_person__from_arabic,would rita recommend working for casa arabe?
1600,about_my_work__as_words_person__from_arabic,"from arabic she also translated for a few companies, right?"
1601,about_my_work__as_words_person__from_arabic,what's her relationship to oman?
1602,about_my_work__as_words_person__from_arabic,what translation agencies did she work for translating from arabic?
1603,about_my_work__as_words_person__from_arabic,did she translate something other than arabic literature?
1604,about_my_work__as_words_person__from_arabic,did she work as a sworn translator from arabic?
1605,about_my_work__as_words_person__from_arabic,did she receive translation assignments from arabic?
1606,about_my_work__as_words_person__from_arabic,has she worked as an inhouse translator from arabic to spanish?
1607,about_my_work__as_words_person__from_arabic,can you tell me more about her experience translating from arabic for translation agencies?
1608,about_my_work__as_words_person__from_arabic,did rita work for oman?
1609,about_my_work__as_words_person__from_arabic,did she receive translation tasks from casa arabe?
1610,about_my_work__as_words_person__from_arabic,how long did rita work as a freelance translator from arabic into other languages?
1611,about_my_work__as_words_person__from_arabic,"did she translate for other people, apart from the saudi author?"
1612,about_my_work__as_words_person__from_arabic,what is casa arabe?
1613,about_my_work__as_words_person__from_arabic,did she translate for the omani embassy?
1614,about_my_work__as_words_person__from_arabic,did she work for companies in the arab world?
1615,about_my_work__as_words_person__from_arabic,could I reach out to the companies that hired her to translated from arabic to other languages?
1616,about_my_work__as_words_person__from_arabic,how long is her professional experience as an arabic translator?
1617,about_my_work__as_words_person__from_arabic,has she ever worked for a big client?
1618,about_my_work__as_words_person__from_arabic,does she have a recommendation letter from the agencies she worked for translating from arabic?
1619,about_my_work__as_words_person__from_arabic,did many companies hire her as an arabic to spanish translator?
1620,about_my_work__as_words_person__from_arabic,did she also translate newspaper articles or other texts of different kind to arabic?
1621,about_my_work__as_words_person__from_arabic,was she on retainer when she worked translating from arabic?
1622,about_my_work__as_words_person__from_arabic,what type of texts has she translated from arabic?
1623,about_my_work__as_words_person__from_arabic,did she translate into arabic for a company?
1624,about_my_work__as_words_person__from_arabic,did rita work in oman?
1625,about_my_work__as_words_person__from_arabic,what is the biggest translation agency rita has worked for?
1626,about_my_work__as_words_person__from_arabic,is all her professional experience translating from arabic in the field of literature?
1627,about_my_work__as_words_person__from_arabic,as a freelance arabic translator who did she work for?
1628,about_my_work__as_words_person__from_arabic,did she also translate legal documents from arabic?
1629,about_my_work__as_words_person__from_arabic,which one is the biggest client rita has had as a freelance translator from arabic?
1630,about_my_work__as_words_person__from_arabic,did she work for foreign translation agencies?
1631,about_my_work__as_words_person__from_arabic,"other than with her project, was she immersed in translating other stuff from arabic?"
1632,about_my_work__as_words_person__from_arabic,did she translate essays from Arabic as well?
1633,about_my_work__as_words_person__from_arabic,has she only translated literature from arabic?
